Year	Vote from	Vote to	Point	Jury	Public
2018	North Macedonia	Cyprus	18	10.0	8.0
2018	North Macedonia	Czech Republic	9	4.0	5.0
2018	North Macedonia	Estonia	12	12.0	0.0
2018	North Macedonia	Finnland	5	5.0	0.0
2018	North Macedonia	Germany	3	3.0	0.0
2018	North Macedonia	Israel	4	1.0	3.0
2018	North Macedonia	Italy	6	0.0	6.0
2018	North Macedonia	Moldova	1	0.0	1.0
2018	North Macedonia	Serbia	18	8.0	10.0
2018	North Macedonia	Slovenia	4	2.0	2.0
2018	North Macedonia	Sweden	7	7.0	0.0
2018	North Macedonia	Ukrania	4	0.0	4.0
2018	Norway	Australia	6	6.0	0.0
2018	Norway	Austria	16	8.0	8.0
2018	Norway	Cyprus	7	5.0	2.0
2018	Norway	Czech Republic	4	0.0	4.0
2018	Norway	Denmark	10	0.0	10.0
2018	Norway	France	8	7.0	1.0
2018	Norway	Germany	18	12.0	6.0
2018	Norway	Ireland	1	1.0	0.0
2018	Norway	Israel	7	0.0	7.0
2018	Norway	Lithuania	15	3.0	12.0
2018	Norway	Netherlands	9	4.0	5.0
2018	Norway	Spain	2	2.0	0.0
2018	Norway	Sweden	13	10.0	3.0
2018	Poland	Albania	7	7.0	0.0
2018	Poland	Australia	4	4.0	0.0
2018	Poland	Austria	12	12.0	0.0
2018	Poland	Bulgaria	2	2.0	0.0
2018	Poland	Cyprus	8	0.0	8.0
2018	Poland	Czech Republic	4	0.0	4.0
2018	Poland	Denmark	6	0.0	6.0
2018	Poland	France	3	0.0	3.0
2018	Poland	Germany	11	10.0	1.0
2018	Poland	Hungary	10	3.0	7.0
2018	Poland	Ireland	7	5.0	2.0
2018	Poland	Israel	10	0.0	10.0
2018	Poland	Italy	5	0.0	5.0
2018	Poland	Lithuania	1	1.0	0.0
2018	Poland	Netherlands	8	8.0	0.0
2018	Poland	Sweden	6	6.0	0.0
2018	Poland	Ukrania	12	0.0	12.0
2018	Portugal	Albania	10	10.0	0.0
2018	Portugal	Austria	8	8.0	0.0
2018	Portugal	Bulgaria	7	7.0	0.0
2018	Portugal	Cyprus	5	0.0	5.0
2018	Portugal	Denmark	2	0.0	2.0
2018	Portugal	Estonia	19	12.0	7.0
2018	Portugal	France	5	5.0	0.0
2018	Portugal	Germany	8	0.0	8.0
2018	Portugal	Ireland	3	0.0	3.0
2018	Portugal	Israel	2	1.0	1.0
2018	Portugal	Italy	14	4.0	10.0
2018	Portugal	Lithuania	6	6.0	0.0
2018	Portugal	Moldova	6	0.0	6.0
2018	Portugal	Slovenia	3	3.0	0.0
2018	Portugal	Spain	14	2.0	12.0
2018	Portugal	Ukrania	4	0.0	4.0
2018	Romania	Australia	2	2.0	0.0
2018	Romania	Austria	12	12.0	0.0
2018	Romania	Bulgaria	5	0.0	5.0
2018	Romania	Cyprus	12	5.0	7.0
2018	Romania	Czech Republic	3	0.0	3.0
2018	Romania	Denmark	2	0.0	2.0
2018	Romania	Estonia	3	3.0	0.0
2018	Romania	Germany	8	4.0	4.0
2018	Romania	Hungary	10	0.0	10.0
2018	Romania	Ireland	1	0.0	1.0
2018	Romania	Israel	8	0.0	8.0
2018	Romania	Italy	6	0.0	6.0
2018	Romania	Lithuania	6	6.0	0.0
2018	Romania	Moldova	19	7.0	12.0
2018	Romania	Netherlands	8	8.0	0.0
2018	Romania	Slovenia	1	1.0	0.0
2018	Romania	Spain	10	10.0	0.0
2018	Russia	Australia	5	5.0	0.0
2018	Russia	Cyprus	11	7.0	4.0
2018	Russia	Czech Republic	2	0.0	2.0
2018	Russia	Denmark	7	0.0	7.0
2018	Russia	Estonia	9	6.0	3.0
2018	Russia	France	2	2.0	0.0
2018	Russia	Germany	4	4.0	0.0
2018	Russia	Israel	18	8.0	10.0
2018	Russia	Italy	7	1.0	6.0
2018	Russia	Lithuania	3	3.0	0.0
2018	Russia	Moldova	24	12.0	12.0
2018	Russia	Norway	5	0.0	5.0
2018	Russia	Sweden	11	10.0	1.0
2018	Russia	Ukrania	8	0.0	8.0
2018	San Marino	Australia	2	2.0	0.0
2018	San Marino	Cyprus	7	0.0	7.0
2018	San Marino	Czech Republic	10	0.0	10.0
2018	San Marino	Denmark	6	0.0	6.0
2018	San Marino	Estonia	5	5.0	0.0
2018	San Marino	Germany	14	10.0	4.0
2018	San Marino	Great Britain	1	0.0	1.0
2018	San Marino	Ireland	4	1.0	3.0
2018	San Marino	Israel	24	12.0	12.0
2018	San Marino	Italy	12	4.0	8.0
2018	San Marino	Moldova	9	7.0	2.0
2018	San Marino	Serbia	3	3.0	0.0
2018	San Marino	Slovenia	6	6.0	0.0
2018	San Marino	Sweden	8	8.0	0.0
2018	San Marino	Ukrania	5	0.0	5.0
2018	Serbia	Albania	1	1.0	0.0
2018	Serbia	Austria	4	4.0	0.0
2018	Serbia	Bulgaria	2	0.0	2.0
2018	Serbia	Cyprus	10	0.0	10.0
2018	Serbia	Czech Republic	5	0.0	5.0
2018	Serbia	Denmark	4	0.0	4.0
2018	Serbia	Estonia	3	3.0	0.0
2018	Serbia	Germany	10	10.0	0.0
2018	Serbia	Hungary	12	0.0	12.0
2018	Serbia	Israel	9	2.0	7.0
2018	Serbia	Italy	14	8.0	6.0
2018	Serbia	Moldova	6	5.0	1.0
2018	Serbia	Netherlands	7	7.0	0.0
2018	Serbia	Norway	9	6.0	3.0
2018	Serbia	Slovenia	8	0.0	8.0
2018	Serbia	Sweden	12	12.0	0.0
2018	Slovenia	Albania	5	4.0	1.0
2018	Slovenia	Austria	12	10.0	2.0
2018	Slovenia	Cyprus	14	8.0	6.0
2018	Slovenia	Czech Republic	11	3.0	8.0
2018	Slovenia	Denmark	7	0.0	7.0
2018	Slovenia	Estonia	5	5.0	0.0
2018	Slovenia	France	2	2.0	0.0
2018	Slovenia	Germany	4	0.0	4.0
2018	Slovenia	Hungary	3	0.0	3.0
2018	Slovenia	Israel	1	1.0	0.0
2018	Slovenia	Italy	10	0.0	10.0
2018	Slovenia	Moldova	6	6.0	0.0
2018	Slovenia	Netherlands	7	7.0	0.0
2018	Slovenia	Norway	5	0.0	5.0
2018	Slovenia	Serbia	12	0.0	12.0
2018	Slovenia	Sweden	12	12.0	0.0
2018	Spain	Austria	8	8.0	0.0
2018	Spain	Bulgaria	5	0.0	5.0
2018	Spain	Cyprus	20	12.0	8.0
2018	Spain	Czech Republic	14	4.0	10.0
2018	Spain	Estonia	3	1.0	2.0
2018	Spain	France	10	6.0	4.0
2018	Spain	Germany	13	7.0	6.0
2018	Spain	Ireland	6	5.0	1.0
2018	Spain	Israel	22	10.0	12.0
2018	Spain	Italy	10	3.0	7.0
2018	Spain	Norway	3	0.0	3.0
2018	Spain	Sweden	2	2.0	0.0
2018	Sweden	Australia	8	8.0	0.0
2018	Sweden	Austria	12	10.0	2.0
2018	Sweden	Bulgaria	6	6.0	0.0
2018	Sweden	Cyprus	16	12.0	4.0
2018	Sweden	Czech Republic	3	0.0	3.0
2018	Sweden	Denmark	12	0.0	12.0
2018	Sweden	Finnland	9	3.0	6.0
2018	Sweden	France	5	5.0	0.0
2018	Sweden	Germany	6	1.0	5.0
2018	Sweden	Ireland	4	4.0	0.0
2018	Sweden	Israel	17	7.0	10.0
2018	Sweden	Lithuania	7	0.0	7.0
2018	Sweden	Netherlands	1	0.0	1.0
2018	Sweden	Norway	10	2.0	8.0
2018	Switzerland	Albania	7	0.0	7.0
2018	Switzerland	Austria	8	4.0	4.0
2018	Switzerland	Bulgaria	2	2.0	0.0
2018	Switzerland	Cyprus	10	7.0	3.0
2018	Switzerland	Denmark	2	0.0	2.0
2018	Switzerland	Estonia	10	10.0	0.0
2018	Switzerland	Germany	18	12.0	6.0
2018	Switzerland	Ireland	6	6.0	0.0
2018	Switzerland	Israel	6	1.0	5.0
2018	Switzerland	Italy	8	0.0	8.0
2018	Switzerland	Lithuania	8	8.0	0.0
2018	Switzerland	Portugal	13	3.0	10.0
2018	Switzerland	Serbia	12	0.0	12.0
2018	Switzerland	Spain	1	0.0	1.0
2018	Switzerland	Sweden	5	5.0	0.0
2018	Ukrania	Australia	2	2.0	0.0
2018	Ukrania	Austria	7	7.0	0.0
2018	Ukrania	Cyprus	4	0.0	4.0
2018	Ukrania	Czech Republic	14	4.0	10.0
2018	Ukrania	Denmark	11	3.0	8.0
2018	Ukrania	Estonia	4	1.0	3.0
2018	Ukrania	France	19	12.0	7.0
2018	Ukrania	Hungary	1	0.0	1.0
2018	Ukrania	Israel	22	10.0	12.0
2018	Ukrania	Italy	5	0.0	5.0
2018	Ukrania	Lithuania	2	0.0	2.0
2018	Ukrania	Moldova	6	0.0	6.0
2018	Ukrania	Netherlands	8	8.0	0.0
2018	Ukrania	Slovenia	5	5.0	0.0
2018	Ukrania	Sweden	6	6.0	0.0
2019	Albania	Australia	3	2.0	1.0
2019	Albania	Azerbaijan	11	8.0	3.0
2019	Albania	Cyprus	7	7.0	0.0
2019	Albania	France	3	3.0	0.0
2019	Albania	Greek	6	4.0	2.0
2019	Albania	Italy	13	5.0	8.0
2019	Albania	Netherlands	7	0.0	7.0
2019	Albania	North Macedonia	18	12.0	6.0
2019	Albania	Norway	5	0.0	5.0
2019	Albania	Russia	13	1.0	12.0
2019	Albania	San Marino	10	0.0	10.0
2019	Albania	Sweden	6	6.0	0.0
2019	Albania	Switzerland	14	10.0	4.0
2019	Armenia	Australia	1	0.0	1.0
2019	Armenia	Belarus	1	1.0	0.0
2019	Armenia	Czech Republic	3	3.0	0.0
2019	Armenia	France	4	0.0	4.0
2019	Armenia	Great Britain	2	2.0	0.0
2019	Armenia	Iceland	3	0.0	3.0
2019	Armenia	Italy	15	8.0	7.0
2019	Armenia	Malta	10	4.0	6.0
2019	Armenia	Netherlands	16	6.0	10.0
2019	Armenia	North Macedonia	10	10.0	0.0
2019	Armenia	Norway	5	0.0	5.0
2019	Armenia	Russia	17	5.0	12.0
2019	Armenia	Sweden	14	12.0	2.0
2019	Armenia	Switzerland	15	7.0	8.0
2019	Australia	Azerbaijan	3	2.0	1.0
2019	Australia	Czech Republic	7	5.0	2.0
2019	Australia	France	13	10.0	3.0
2019	Australia	Germany	3	3.0	0.0
2019	Australia	Iceland	18	8.0	10.0
2019	Australia	Italy	5	0.0	5.0
2019	Australia	Malta	4	0.0	4.0
2019	Australia	Netherlands	12	6.0	6.0
2019	Australia	North Macedonia	7	7.0	0.0
2019	Australia	Norway	12	0.0	12.0
2019	Australia	Russia	4	4.0	0.0
2019	Australia	Serbia	1	1.0	0.0
2019	Australia	Sweden	20	12.0	8.0
2019	Australia	Switzerland	7	0.0	7.0
2019	Austria	Australia	3	0.0	3.0
2019	Austria	Azerbaijan	5	4.0	1.0
2019	Austria	Czech Republic	3	3.0	0.0
2019	Austria	France	5	5.0	0.0
2019	Austria	Iceland	6	0.0	6.0
2019	Austria	Italy	17	7.0	10.0
2019	Austria	Netherlands	15	8.0	7.0
2019	Austria	North Macedonia	12	12.0	0.0
2019	Austria	Norway	9	1.0	8.0
2019	Austria	Russia	5	0.0	5.0
2019	Austria	Serbia	6	2.0	4.0
2019	Austria	Slovenia	2	0.0	2.0
2019	Austria	Sweden	6	6.0	0.0
2019	Austria	Switzerland	22	10.0	12.0
2019	Azerbaijan	Albania	7	7.0	0.0
2019	Azerbaijan	Australia	2	2.0	0.0
2019	Azerbaijan	Belarus	6	1.0	5.0
2019	Azerbaijan	Cyprus	3	3.0	0.0
2019	Azerbaijan	Greek	6	6.0	0.0
2019	Azerbaijan	Italy	11	5.0	6.0
2019	Azerbaijan	Malta	14	10.0	4.0
2019	Azerbaijan	Netherlands	7	0.0	7.0
2019	Azerbaijan	North Macedonia	11	8.0	3.0
2019	Azerbaijan	Norway	1	0.0	1.0
2019	Azerbaijan	Russia	24	12.0	12.0
2019	Azerbaijan	San Marino	10	0.0	10.0
2019	Azerbaijan	Slovenia	4	4.0	0.0
2019	Azerbaijan	Spain	2	0.0	2.0
2019	Azerbaijan	Switzerland	8	0.0	8.0
2019	Belarus	Australia	2	0.0	2.0
2019	Belarus	Azerbaijan	11	5.0	6.0
2019	Belarus	Cyprus	8	8.0	0.0
2019	Belarus	Greek	3	3.0	0.0
2019	Belarus	Iceland	7	0.0	7.0
2019	Belarus	Italy	10	7.0	3.0
2019	Belarus	Malta	12	12.0	0.0
2019	Belarus	Netherlands	16	6.0	10.0
2019	Belarus	North Macedonia	10	10.0	0.0
2019	Belarus	Norway	8	0.0	8.0
2019	Belarus	Russia	13	1.0	12.0
2019	Belarus	San Marino	1	0.0	1.0
2019	Belarus	Slovenia	5	0.0	5.0
2019	Belarus	Sweden	2	2.0	0.0
2019	Belarus	Switzerland	8	4.0	4.0
2019	Belgium	Australia	8	4.0	4.0
2019	Belgium	Cyprus	2	2.0	0.0
2019	Belgium	Czech Republic	5	5.0	0.0
2019	Belgium	Denmark	1	1.0	0.0
2019	Belgium	France	18	8.0	10.0
2019	Belgium	Greek	3	3.0	0.0
2019	Belgium	Iceland	13	10.0	3.0
2019	Belgium	Italy	20	12.0	8.0
2019	Belgium	Netherlands	18	6.0	12.0
2019	Belgium	Norway	7	0.0	7.0
2019	Belgium	Russia	1	0.0	1.0
2019	Belgium	Spain	6	0.0	6.0
2019	Belgium	Sweden	2	0.0	2.0
2019	Belgium	Switzerland	12	7.0	5.0
2019	Croatia	Albania	1	0.0	1.0
2019	Croatia	Czech Republic	7	7.0	0.0
2019	Croatia	Estonia	1	1.0	0.0
2019	Croatia	France	3	3.0	0.0
2019	Croatia	Iceland	3	0.0	3.0
2019	Croatia	Italy	24	12.0	12.0
2019	Croatia	Netherlands	10	6.0	4.0
2019	Croatia	North Macedonia	17	10.0	7.0
2019	Croatia	Norway	5	0.0	5.0
2019	Croatia	Russia	2	2.0	0.0
2019	Croatia	San Marino	2	0.0	2.0
2019	Croatia	Serbia	12	4.0	8.0
2019	Croatia	Slovenia	10	0.0	10.0
2019	Croatia	Sweden	5	5.0	0.0
2019	Croatia	Switzerland	14	8.0	6.0
2019	Cyprus	Albania	2	2.0	0.0
2019	Cyprus	Australia	2	0.0	2.0
2019	Cyprus	Azerbaijan	6	6.0	0.0
2019	Cyprus	France	7	4.0	3.0
2019	Cyprus	Greek	24	12.0	12.0
2019	Cyprus	Israel	5	0.0	5.0
2019	Cyprus	Italy	16	8.0	8.0
2019	Cyprus	Malta	3	3.0	0.0
2019	Cyprus	Netherlands	11	5.0	6.0
2019	Cyprus	Norway	1	0.0	1.0
2019	Cyprus	Russia	20	10.0	10.0
2019	Cyprus	Spain	4	0.0	4.0
2019	Cyprus	Sweden	7	7.0	0.0
2019	Cyprus	Switzerland	8	1.0	7.0
2019	Czech Republic	Australia	8	0.0	8.0
2019	Czech Republic	Azerbaijan	12	5.0	7.0
2019	Czech Republic	Estonia	2	1.0	1.0
2019	Czech Republic	France	2	2.0	0.0
2019	Czech Republic	Iceland	10	4.0	6.0
2019	Czech Republic	Israel	3	0.0	3.0
2019	Czech Republic	Italy	10	8.0	2.0
2019	Czech Republic	Malta	3	3.0	0.0
2019	Czech Republic	Netherlands	10	6.0	4.0
2019	Czech Republic	North Macedonia	7	7.0	0.0
2019	Czech Republic	Norway	10	0.0	10.0
2019	Czech Republic	Russia	12	0.0	12.0
2019	Czech Republic	Slovenia	10	10.0	0.0
2019	Czech Republic	Sweden	12	12.0	0.0
2019	Czech Republic	Switzerland	5	0.0	5.0
2019	Denmark	Australia	2	0.0	2.0
2019	Denmark	Azerbaijan	9	4.0	5.0
2019	Denmark	Estonia	10	2.0	8.0
2019	Denmark	Germany	8	8.0	0.0
2019	Denmark	Iceland	4	0.0	4.0
2019	Denmark	Italy	4	1.0	3.0
2019	Denmark	Netherlands	14	7.0	7.0
2019	Denmark	North Macedonia	10	10.0	0.0
2019	Denmark	Norway	17	5.0	12.0
2019	Denmark	Russia	3	3.0	0.0
2019	Denmark	Spain	1	0.0	1.0
2019	Denmark	Sweden	22	12.0	10.0
2019	Denmark	Switzerland	12	6.0	6.0
2019	Estonia	Australia	2	0.0	2.0
2019	Estonia	Azerbaijan	6	5.0	1.0
2019	Estonia	Belarus	1	1.0	0.0
2019	Estonia	Czech Republic	8	8.0	0.0
2019	Estonia	Denmark	8	2.0	6.0
2019	Estonia	France	3	3.0	0.0
2019	Estonia	Iceland	5	0.0	5.0
2019	Estonia	Netherlands	15	7.0	8.0
2019	Estonia	Norway	10	0.0	10.0
2019	Estonia	Russia	18	6.0	12.0
2019	Estonia	Serbia	4	4.0	0.0
2019	Estonia	Slovenia	7	0.0	7.0
2019	Estonia	Sweden	15	12.0	3.0
2019	Estonia	Switzerland	14	10.0	4.0
2019	Finnland	Australia	16	10.0	6.0
2019	Finnland	Azerbaijan	2	2.0	0.0
2019	Finnland	Czech Republic	4	4.0	0.0
2019	Finnland	Estonia	8	0.0	8.0
2019	Finnland	Iceland	12	0.0	12.0
2019	Finnland	Italy	8	5.0	3.0
2019	Finnland	Malta	1	1.0	0.0
2019	Finnland	Netherlands	13	8.0	5.0
2019	Finnland	North Macedonia	7	7.0	0.0
2019	Finnland	Norway	10	0.0	10.0
2019	Finnland	Russia	4	0.0	4.0
2019	Finnland	Slovenia	7	6.0	1.0
2019	Finnland	Sweden	19	12.0	7.0
2019	Finnland	Switzerland	5	3.0	2.0
2019	France	Australia	10	4.0	6.0
2019	France	Azerbaijan	6	6.0	0.0
2019	France	Czech Republic	3	3.0	0.0
2019	France	Denmark	5	1.0	4.0
2019	France	Iceland	6	5.0	1.0
2019	France	Israel	12	0.0	12.0
2019	France	Italy	18	8.0	10.0
2019	France	Netherlands	17	12.0	5.0
2019	France	North Macedonia	7	7.0	0.0
2019	France	Norway	8	0.0	8.0
2019	France	Russia	3	0.0	3.0
2019	France	Spain	7	0.0	7.0
2019	France	Sweden	10	10.0	0.0
2019	France	Switzerland	4	2.0	2.0
2019	Georgia	Azerbaijan	17	10.0	7.0
2019	Georgia	Cyprus	18	6.0	12.0
2019	Georgia	Czech Republic	12	12.0	0.0
2019	Georgia	Denmark	7	7.0	0.0
2019	Georgia	France	5	5.0	0.0
2019	Georgia	Great Britain	1	1.0	0.0
2019	Georgia	Iceland	3	0.0	3.0
2019	Georgia	Israel	4	0.0	4.0
2019	Georgia	Italy	1	0.0	1.0
2019	Georgia	Netherlands	13	8.0	5.0
2019	Georgia	North Macedonia	2	0.0	2.0
2019	Georgia	Russia	8	0.0	8.0
2019	Georgia	San Marino	10	0.0	10.0
2019	Georgia	Slovenia	4	4.0	0.0
2019	Georgia	Sweden	8	2.0	6.0
2019	Georgia	Switzerland	3	3.0	0.0
2019	Germany	Australia	15	10.0	5.0
2019	Germany	Denmark	5	1.0	4.0
2019	Germany	France	4	4.0	0.0
2019	Germany	Iceland	2	0.0	2.0
2019	Germany	Italy	18	12.0	6.0
2019	Germany	Malta	3	3.0	0.0
2019	Germany	Netherlands	15	8.0	7.0
2019	Germany	North Macedonia	7	7.0	0.0
2019	Germany	Norway	17	5.0	12.0
2019	Germany	Russia	8	0.0	8.0
2019	Germany	Slovenia	3	0.0	3.0
2019	Germany	Sweden	3	2.0	1.0
2019	Germany	Switzerland	16	6.0	10.0
2019	Great Britain	Australia	18	8.0	10.0
2019	Great Britain	Azerbaijan	10	7.0	3.0
2019	Great Britain	Cyprus	1	0.0	1.0
2019	Great Britain	Czech Republic	1	1.0	0.0
2019	Great Britain	Denmark	9	3.0	6.0
2019	Great Britain	France	2	2.0	0.0
2019	Great Britain	Iceland	8	0.0	8.0
2019	Great Britain	Netherlands	10	6.0	4.0
2019	Great Britain	North Macedonia	12	12.0	0.0
2019	Great Britain	Norway	12	0.0	12.0
2019	Great Britain	Russia	4	4.0	0.0
2019	Great Britain	Spain	2	0.0	2.0
2019	Great Britain	Sweden	15	10.0	5.0
2019	Great Britain	Switzerland	12	5.0	7.0
2019	Greek	Albania	8	3.0	5.0
2019	Greek	Australia	5	2.0	3.0
2019	Greek	Azerbaijan	8	8.0	0.0
2019	Greek	Cyprus	24	12.0	12.0
2019	Greek	France	1	0.0	1.0
2019	Greek	Iceland	2	0.0	2.0
2019	Greek	Italy	17	7.0	10.0
2019	Greek	Malta	5	5.0	0.0
2019	Greek	Netherlands	6	0.0	6.0
2019	Greek	North Macedonia	1	1.0	0.0
2019	Greek	Russia	18	10.0	8.0
2019	Greek	San Marino	6	6.0	0.0
2019	Greek	Slovenia	4	4.0	0.0
2019	Greek	Spain	4	0.0	4.0
2019	Greek	Switzerland	7	0.0	7.0
2019	Hungary	Azerbaijan	7	5.0	2.0
2019	Hungary	Belarus	8	8.0	0.0
2019	Hungary	Czech Republic	12	12.0	0.0
2019	Hungary	Denmark	6	6.0	0.0
2019	Hungary	France	1	0.0	1.0
2019	Hungary	Great Britain	2	2.0	0.0
2019	Hungary	Iceland	12	0.0	12.0
2019	Hungary	Italy	11	7.0	4.0
2019	Hungary	Netherlands	9	1.0	8.0
2019	Hungary	North Macedonia	10	10.0	0.0
2019	Hungary	Norway	10	0.0	10.0
2019	Hungary	Russia	7	0.0	7.0
2019	Hungary	San Marino	6	0.0	6.0
2019	Hungary	Slovenia	3	0.0	3.0
2019	Hungary	Sweden	4	4.0	0.0
2019	Hungary	Switzerland	8	3.0	5.0
2019	Iceland	Australia	20	10.0	10.0
2019	Iceland	Azerbaijan	4	4.0	0.0
2019	Iceland	Czech Republic	8	6.0	2.0
2019	Iceland	Denmark	4	0.0	4.0
2019	Iceland	Estonia	3	0.0	3.0
2019	Iceland	France	1	1.0	0.0
2019	Iceland	Italy	9	3.0	6.0
2019	Iceland	Netherlands	12	7.0	5.0
2019	Iceland	North Macedonia	8	8.0	0.0
2019	Iceland	Norway	12	0.0	12.0
2019	Iceland	San Marino	1	0.0	1.0
2019	Iceland	Serbia	2	2.0	0.0
2019	Iceland	Sweden	20	12.0	8.0
2019	Iceland	Switzerland	12	5.0	7.0
2019	Ireland	Australia	14	4.0	10.0
2019	Ireland	Azerbaijan	7	7.0	0.0
2019	Ireland	Estonia	1	0.0	1.0
2019	Ireland	Germany	2	2.0	0.0
2019	Ireland	Great Britain	3	0.0	3.0
2019	Ireland	Iceland	6	0.0	6.0
2019	Ireland	Italy	5	1.0	4.0
2019	Ireland	Netherlands	16	8.0	8.0
2019	Ireland	North Macedonia	5	5.0	0.0
2019	Ireland	Norway	18	6.0	12.0
2019	Ireland	Russia	8	3.0	5.0
2019	Ireland	Sweden	14	12.0	2.0
2019	Ireland	Switzerland	17	10.0	7.0
2019	Israel	Australia	11	5.0	6.0
2019	Israel	Azerbaijan	10	7.0	3.0
2019	Israel	Czech Republic	1	1.0	0.0
2019	Israel	Denmark	1	0.0	1.0
2019	Israel	Estonia	8	8.0	0.0
2019	Israel	France	6	2.0	4.0
2019	Israel	Italy	18	10.0	8.0
2019	Israel	Malta	4	4.0	0.0
2019	Israel	Netherlands	14	12.0	2.0
2019	Israel	Norway	10	0.0	10.0
2019	Israel	Russia	12	0.0	12.0
2019	Israel	Spain	5	0.0	5.0
2019	Israel	Sweden	6	6.0	0.0
2019	Israel	Switzerland	10	3.0	7.0
2019	Italy	Albania	13	1.0	12.0
2019	Italy	Australia	12	6.0	6.0
2019	Italy	Azerbaijan	8	7.0	1.0
2019	Italy	Czech Republic	4	4.0	0.0
2019	Italy	Denmark	16	12.0	4.0
2019	Italy	Estonia	5	5.0	0.0
2019	Italy	France	5	3.0	2.0
2019	Italy	Iceland	7	0.0	7.0
2019	Italy	Malta	8	8.0	0.0
2019	Italy	Netherlands	5	0.0	5.0
2019	Italy	North Macedonia	10	10.0	0.0
2019	Italy	Norway	10	0.0	10.0
2019	Italy	Russia	8	0.0	8.0
2019	Italy	Sweden	2	2.0	0.0
2019	Italy	Switzerland	3	0.0	3.0
2019	Latvia	Australia	6	0.0	6.0
2019	Latvia	Azerbaijan	10	6.0	4.0
2019	Latvia	Czech Republic	3	3.0	0.0
2019	Latvia	Denmark	7	7.0	0.0
2019	Latvia	Estonia	15	5.0	10.0
2019	Latvia	Iceland	7	0.0	7.0
2019	Latvia	Italy	5	2.0	3.0
2019	Latvia	Malta	1	1.0	0.0
2019	Latvia	Netherlands	17	12.0	5.0
2019	Latvia	North Macedonia	8	8.0	0.0
2019	Latvia	Norway	8	0.0	8.0
2019	Latvia	Russia	16	4.0	12.0
2019	Latvia	Slovenia	2	0.0	2.0
2019	Latvia	Sweden	10	10.0	0.0
2019	Latvia	Switzerland	1	0.0	1.0
2019	Lithuania	Australia	3	2.0	1.0
2019	Lithuania	Azerbaijan	15	10.0	5.0
2019	Lithuania	Czech Republic	7	7.0	0.0
2019	Lithuania	Estonia	4	0.0	4.0
2019	Lithuania	Germany	5	5.0	0.0
2019	Lithuania	Iceland	12	6.0	6.0
2019	Lithuania	Italy	13	3.0	10.0
2019	Lithuania	Netherlands	19	12.0	7.0
2019	Lithuania	Norway	8	0.0	8.0
2019	Lithuania	Russia	13	1.0	12.0
2019	Lithuania	Slovenia	4	4.0	0.0
2019	Lithuania	Sweden	11	8.0	3.0
2019	Lithuania	Switzerland	2	0.0	2.0
2019	Malta	Albania	2	2.0	0.0
2019	Malta	Australia	3	0.0	3.0
2019	Malta	Azerbaijan	10	8.0	2.0
2019	Malta	Cyprus	6	6.0	0.0
2019	Malta	Greek	4	4.0	0.0
2019	Malta	Iceland	1	0.0	1.0
2019	Malta	Italy	24	12.0	12.0
2019	Malta	Netherlands	17	7.0	10.0
2019	Malta	North Macedonia	8	3.0	5.0
2019	Malta	Norway	7	0.0	7.0
2019	Malta	Russia	14	10.0	4.0
2019	Malta	San Marino	1	1.0	0.0
2019	Malta	Sweden	11	5.0	6.0
2019	Malta	Switzerland	8	0.0	8.0
2019	Moldova	Australia	10	10.0	0.0
2019	Moldova	Azerbaijan	16	6.0	10.0
2019	Moldova	Czech Republic	10	8.0	2.0
2019	Moldova	Denmark	4	4.0	0.0
2019	Moldova	Iceland	1	0.0	1.0
2019	Moldova	Israel	7	0.0	7.0
2019	Moldova	Italy	5	0.0	5.0
2019	Moldova	Malta	1	1.0	0.0
2019	Moldova	Netherlands	9	3.0	6.0
2019	Moldova	North Macedonia	12	12.0	0.0
2019	Moldova	Norway	10	7.0	3.0
2019	Moldova	Russia	17	5.0	12.0
2019	Moldova	San Marino	8	0.0	8.0
2019	Moldova	Sweden	2	2.0	0.0
2019	Moldova	Switzerland	4	0.0	4.0
2019	Montenegro	Albania	15	8.0	7.0
2019	Montenegro	Australia	4	4.0	0.0
2019	Montenegro	Azerbaijan	3	0.0	3.0
2019	Montenegro	Cyprus	5	5.0	0.0
2019	Montenegro	Czech Republic	1	1.0	0.0
2019	Montenegro	Denmark	3	3.0	0.0
2019	Montenegro	Iceland	2	0.0	2.0
2019	Montenegro	Italy	7	2.0	5.0
2019	Montenegro	Malta	6	6.0	0.0
2019	Montenegro	Netherlands	1	0.0	1.0
2019	Montenegro	North Macedonia	13	7.0	6.0
2019	Montenegro	Russia	20	10.0	10.0
2019	Montenegro	San Marino	8	0.0	8.0
2019	Montenegro	Serbia	24	12.0	12.0
2019	Montenegro	Slovenia	4	0.0	4.0
2019	Netherlands	Australia	4	2.0	2.0
2019	Netherlands	Azerbaijan	4	0.0	4.0
2019	Netherlands	Cyprus	1	1.0	0.0
2019	Netherlands	Czech Republic	4	4.0	0.0
2019	Netherlands	Denmark	12	7.0	5.0
2019	Netherlands	Iceland	7	0.0	7.0
2019	Netherlands	Italy	16	6.0	10.0
2019	Netherlands	Malta	8	8.0	0.0
2019	Netherlands	North Macedonia	4	3.0	1.0
2019	Netherlands	Norway	12	0.0	12.0
2019	Netherlands	Russia	5	5.0	0.0
2019	Netherlands	Spain	3	0.0	3.0
2019	Netherlands	Sweden	20	12.0	8.0
2019	Netherlands	Switzerland	16	10.0	6.0
2019	North Macedonia	Albania	20	8.0	12.0
